Date,Open,High,Low,Close,Volume
2021-01-04,50.0,50.0,50.0,50.0,52000
2021-01-05,50.0,50.0,50.0,50.0,200
2021-01-06,50.0,50.0,50.0,50.0,26100
2021-01-07,50.0,50.0,50.0,50.0,0
2021-01-08,50.0,50.0,50.0,50.0,500
2021-01-11,50.0,50.0,50.0,50.0,132100
2021-01-12,50.0,50.0,50.0,50.0,27500
2021-01-13,50.0,50.0,50.0,50.0,7100
2021-01-14,50.0,50.0,50.0,50.0,2200
2021-01-15,50.0,50.0,50.0,50.0,900
2021-01-18,50.0,50.0,50.0,50.0,9500
2021-01-19,50.0,50.0,50.0,50.0,116400
2021-01-20,50.0,50.0,50.0,50.0,298500
2021-01-21,50.0,50.0,50.0,50.0,10300
2021-01-22,50.0,50.0,50.0,50.0,967600
2021-01-25,50.0,50.0,50.0,50.0,41000
2021-01-26,50.0,50.0,50.0,50.0,1400
2021-01-27,50.0,50.0,50.0,50.0,101500
2021-01-28,50.0,50.0,50.0,50.0,100200
2021-01-29,50.0,50.0,50.0,50.0,200
2021-02-01,50.0,50.0,50.0,50.0,1400
2021-02-02,50.0,50.0,50.0,50.0,100
2021-02-03,50.0,50.0,50.0,50.0,200
2021-02-04,50.0,50.0,50.0,50.0,0
2021-02-05,50.0,50.0,50.0,50.0,14900
2021-02-08,50.0,50.0,50.0,50.0,100
2021-02-09,50.0,50.0,50.0,50.0,100
2021-02-10,50.0,50.0,50.0,50.0,300
2021-02-11,50.0,50.0,50.0,50.0,100
2021-02-15,50.0,50.0,50.0,50.0,0
2021-02-16,50.0,50.0,50.0,50.0,0
2021-02-17,50.0,50.0,50.0,50.0,170100
2021-02-18,50.0,50.0,50.0,50.0,1300
2021-02-19,50.0,50.0,50.0,50.0,300
2021-02-22,50.0,50.0,50.0,50.0,700
2021-02-23,50.0,50.0,50.0,50.0,3500
2021-02-24,50.0,50.0,50.0,50.0,5500
2021-02-25,50.0,50.0,50.0,50.0,100
2021-02-26,50.0,50.0,50.0,50.0,1000
2021-03-01,50.0,50.0,50.0,50.0,0
2021-03-02,50.0,50.0,50.0,50.0,11500
2021-03-03,50.0,50.0,50.0,50.0,4100
2021-03-04,50.0,50.0,50.0,50.0,222600
2021-03-05,50.0,50.0,50.0,50.0,14400
2021-03-08,50.0,50.0,50.0,50.0,60300
2021-03-09,50.0,50.0,50.0,50.0,110100
2021-03-10,50.0,50.0,50.0,50.0,400
2021-03-12,50.0,50.0,50.0,50.0,200
2021-03-15,50.0,50.0,50.0,50.0,100
2021-03-16,50.0,50.0,50.0,50.0,0
2021-03-17,50.0,50.0,50.0,50.0,100
2021-03-18,50.0,50.0,50.0,50.0,13500
2021-03-19,50.0,50.0,50.0,50.0,1000
2021-03-22,50.0,50.0,50.0,50.0,100
2021-03-23,50.0,50.0,50.0,50.0,8400
2021-03-24,50.0,50.0,50.0,50.0,0
2021-03-25,50.0,50.0,50.0,50.0,100
2021-03-26,50.0,50.0,50.0,50.0,0
2021-03-29,50.0,50.0,50.0,50.0,0
2021-03-30,50.0,50.0,50.0,50.0,500
2021-03-31,50.0,50.0,50.0,50.0,0
2021-04-01,50.0,50.0,50.0,50.0,100
2021-04-05,50.0,50.0,50.0,50.0,200000
2021-04-06,50.0,50.0,50.0,50.0,2600
2021-04-07,50.0,50.0,50.0,50.0,200
2021-04-08,50.0,50.0,50.0,50.0,200
2021-04-09,50.0,50.0,50.0,50.0,20000
2021-04-12,50.0,50.0,50.0,50.0,0
2021-04-13,50.0,50.0,50.0,50.0,3700
2021-04-14,50.0,50.0,50.0,50.0,0
2021-04-15,50.0,50.0,50.0,50.0,200
2021-04-16,50.0,50.0,50.0,50.0,200
2021-04-19,50.0,50.0,50.0,50.0,4300
2021-04-20,50.0,50.0,50.0,50.0,0
2021-04-21,50.0,50.0,50.0,50.0,1000
2021-04-22,50.0,50.0,50.0,50.0,11000
2021-04-23,50.0,50.0,50.0,50.0,0
2021-04-26,50.0,50.0,50.0,50.0,0
2021-04-27,50.0,50.0,50.0,50.0,100
2021-04-28,50.0,50.0,50.0,50.0,1000
2021-04-29,50.0,50.0,50.0,50.0,0
2021-04-30,50.0,50.0,50.0,50.0,0
2021-05-03,50.0,50.0,50.0,50.0,100
2021-05-04,50.0,50.0,50.0,50.0,3000
2021-05-05,50.0,50.0,50.0,50.0,100
2021-05-06,50.0,50.0,50.0,50.0,100
2021-05-07,50.0,50.0,50.0,50.0,0
2021-05-10,50.0,50.0,50.0,50.0,0
2021-05-11,50.0,50.0,50.0,50.0,200
2021-05-17,50.0,50.0,50.0,50.0,0
2021-05-18,50.0,50.0,50.0,50.0,0
2021-05-19,50.0,50.0,50.0,50.0,0
2021-05-20,50.0,50.0,50.0,50.0,0
2021-05-21,50.0,50.0,50.0,50.0,0
2021-05-24,50.0,50.0,50.0,50.0,200
2021-05-25,50.0,50.0,50.0,50.0,400
2021-05-27,50.0,50.0,50.0,50.0,300
2021-05-28,50.0,50.0,50.0,50.0,2000
2021-05-31,50.0,50.0,50.0,50.0,0
2021-06-02,50.0,50.0,50.0,50.0,400
2021-06-03,50.0,50.0,50.0,50.0,0
2021-06-04,50.0,50.0,50.0,50.0,5000
2021-06-07,50.0,50.0,50.0,50.0,0
2021-06-08,50.0,50.0,50.0,50.0,4500
2021-06-09,50.0,50.0,50.0,50.0,200
2021-06-10,50.0,50.0,50.0,50.0,8600
2021-06-11,50.0,50.0,50.0,50.0,0
2021-06-14,50.0,50.0,50.0,50.0,300
2021-06-15,50.0,50.0,50.0,50.0,500
2021-06-16,50.0,50.0,50.0,50.0,1000
2021-06-17,50.0,50.0,50.0,50.0,0
2021-06-18,50.0,50.0,50.0,50.0,3100
2021-06-21,50.0,50.0,50.0,50.0,0
2021-06-22,50.0,50.0,50.0,50.0,0
2021-06-23,50.0,50.0,50.0,50.0,1000
2021-06-24,50.0,50.0,50.0,50.0,0
2021-06-25,50.0,50.0,50.0,50.0,100
2021-06-28,50.0,50.0,50.0,50.0,0
2021-06-29,50.0,50.0,50.0,50.0,0
2021-06-30,50.0,50.0,50.0,50.0,0
2021-07-01,50.0,50.0,50.0,50.0,300
2021-07-02,50.0,50.0,50.0,50.0,0
2021-07-05,50.0,50.0,50.0,50.0,0
2021-07-06,50.0,50.0,50.0,50.0,200
2021-07-07,50.0,50.0,50.0,50.0,400
2021-07-08,50.0,50.0,50.0,50.0,1200
2021-07-09,50.0,50.0,50.0,50.0,2000
2021-07-12,50.0,50.0,50.0,50.0,200
2021-07-13,50.0,50.0,50.0,50.0,500
2021-07-14,50.0,50.0,50.0,50.0,0
2021-07-15,50.0,50.0,50.0,50.0,100
2021-07-16,50.0,50.0,50.0,50.0,0
2021-07-19,50.0,50.0,50.0,50.0,100
2021-07-21,50.0,50.0,50.0,50.0,1200
2021-07-22,50.0,50.0,50.0,50.0,300
2021-07-23,50.0,50.0,50.0,50.0,1000
2021-07-26,50.0,50.0,50.0,50.0,0
2021-07-27,50.0,50.0,50.0,50.0,0
2021-07-28,50.0,50.0,50.0,50.0,1900
2021-07-29,50.0,50.0,50.0,50.0,1400
2021-07-30,50.0,50.0,50.0,50.0,500
2021-08-02,50.0,50.0,50.0,50.0,0
2021-08-03,50.0,50.0,50.0,50.0,500
2021-08-04,50.0,50.0,50.0,50.0,0
2021-08-05,50.0,50.0,50.0,50.0,0
2021-08-06,50.0,50.0,50.0,50.0,800
2021-08-09,50.0,50.0,50.0,50.0,0
2021-08-10,50.0,50.0,50.0,50.0,200
2021-08-12,50.0,50.0,50.0,50.0,300
2021-08-13,50.0,50.0,50.0,50.0,1000
2021-08-16,50.0,50.0,50.0,50.0,1400
2021-08-18,50.0,50.0,50.0,50.0,2600
2021-08-19,50.0,50.0,50.0,50.0,7700
2021-08-20,50.0,50.0,50.0,50.0,0
2021-08-23,50.0,50.0,50.0,50.0,1500
2021-08-24,50.0,50.0,50.0,50.0,21900
2021-08-25,50.0,50.0,50.0,50.0,200
2021-08-26,50.0,50.0,50.0,50.0,300
2021-08-27,50.0,50.0,50.0,50.0,1100
2021-08-30,50.0,50.0,50.0,50.0,500
2021-08-31,50.0,50.0,50.0,50.0,300
2021-09-01,50.0,50.0,50.0,50.0,200
2021-09-02,50.0,50.0,50.0,50.0,2300
2021-09-03,50.0,50.0,50.0,50.0,100
2021-09-06,50.0,50.0,50.0,50.0,2000
2021-09-07,50.0,50.0,50.0,50.0,0
2021-09-08,50.0,50.0,50.0,50.0,110000
2021-09-09,50.0,50.0,50.0,50.0,0
2021-09-10,50.0,50.0,50.0,50.0,2500
2021-09-13,50.0,50.0,50.0,50.0,300
2021-09-14,50.0,50.0,50.0,50.0,1000
2021-09-15,50.0,50.0,50.0,50.0,4300
2021-09-16,50.0,50.0,50.0,50.0,4900
2021-09-17,50.0,50.0,50.0,50.0,100
2021-09-20,50.0,50.0,50.0,50.0,400
2021-09-21,50.0,50.0,50.0,50.0,16600
2021-09-22,50.0,50.0,50.0,50.0,300
2021-09-23,50.0,50.0,50.0,50.0,500
2021-09-24,50.0,50.0,50.0,50.0,400
2021-09-27,50.0,50.0,50.0,50.0,102100
2021-09-28,50.0,50.0,50.0,50.0,400
2021-09-29,50.0,50.0,50.0,50.0,22600
2021-09-30,50.0,50.0,50.0,50.0,600
2021-10-01,50.0,50.0,50.0,50.0,400
2021-10-04,50.0,50.0,50.0,50.0,600
2021-10-05,50.0,50.0,50.0,50.0,1200
2021-10-06,50.0,50.0,50.0,50.0,0
2021-10-07,50.0,50.0,50.0,50.0,100
2021-10-08,50.0,50.0,50.0,50.0,400
2021-10-11,50.0,50.0,50.0,50.0,400
2021-10-12,50.0,50.0,50.0,50.0,2000
2021-10-13,50.0,50.0,50.0,50.0,1100
2021-10-14,50.0,50.0,50.0,50.0,40100
2021-10-15,50.0,50.0,50.0,50.0,5500
2021-10-18,50.0,50.0,50.0,50.0,207200
2021-10-19,50.0,50.0,50.0,50.0,33800
2021-10-21,50.0,50.0,50.0,50.0,26200
2021-10-22,50.0,50.0,50.0,50.0,6300
2021-10-25,50.0,50.0,50.0,50.0,9300
2021-10-26,50.0,50.0,50.0,50.0,6500
2021-10-27,50.0,50.0,50.0,50.0,2100
2021-10-28,50.0,50.0,50.0,50.0,0
2021-10-29,50.0,50.0,50.0,50.0,400
2021-11-01,50.0,50.0,50.0,50.0,1100
2021-11-02,50.0,50.0,50.0,50.0,200
2021-11-03,50.0,50.0,50.0,50.0,1300
2021-11-04,50.0,50.0,50.0,50.0,500
2021-11-05,50.0,50.0,50.0,50.0,300
